39895;Missouricom;St. Louis, MO;2024-04-16T15:05:02.137123Z;156.0313008683193;26.559;113373351.86258157;113476586.94310325;;38.137.112.167
39895;Missouricom;St. Louis, MO;2024-04-16T16:05:02.423680Z;156.0313008683193;15.526;112630341.86837545;113736159.95286267;;38.137.112.167
6182;Co-Mo Connect;Tipton, MO;2024-04-16T17:05:01.398800Z;118.46027859400854;24.89;113352843.85021088;113546221.3466899;;38.137.112.167
6182;Co-Mo Connect;Tipton, MO;2024-04-16T18:05:02.480510Z;118.46027859400854;25.654;113691408.30868512;112818296.33057937;;38.137.112.167
6182;Co-Mo Connect;Tipton, MO;2024-04-16T19:05:02.202494Z;118.46027859400854;25.911;113580893.14333627;111258404.06820253;;38.137.112.167
10051;Comcast;Denver, CO;2024-04-18T00:05:02.401204Z;6.38721352116152;169.031;37527592.61715125;2398432.233363938;;107.123.1.55
1774;Comcast;Boston, MA;2024-04-22T16:05:01.974119Z;15.554902089256238;14.107;196485391.0451127;26079548.120520502;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-22T19:05:01.467902Z;22.831105730122907;17.183;61044875.94147867;26307386.952696156;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-22T19:40:31.506520Z;22.831105730122907;17.314;182454677.65232328;26439516.731010653;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-22T20:05:01.502308Z;22.831105730122907;16.599;172309165.42823243;26296340.299226552;;146.115.165.181
56849;Hub66;Manchester, NH;2024-04-22T20:10:16.349569Z;68.74523168620193;17.835;245213080.8879209;25925391.616308376;;146.115.165.181
56849;Hub66;Manchester, NH;2024-04-22T21:05:01.412519Z;68.74523168620193;19.439;207878104.56176743;25994546.2624181;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-22T22:05:01.375026Z;22.831105730122907;16.202;147941632.27599925;26666432.21678324;;146.115.165.181
56849;Hub66;Manchester, NH;2024-04-22T23:05:01.566302Z;68.74523168620193;16.83;35493391.01658627;26191104.523976028;;146.115.165.181
18687;GoNetspeed;West Hartford, CT;2024-04-23T14:05:01.508084Z;142.4184089825602;30.89;163594114.80750424;26296240.131218124;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T15:05:01.994611Z;22.831105730122907;22.226;135442204.44377056;26738487.09586415;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T16:05:02.081655Z;22.831105730122907;23.754;105788930.43175355;27294145.35558117;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T17:05:02.208047Z;22.831105730122907;19.017;106212112.14533572;26468212.480846867;;146.115.165.181
18687;GoNetspeed;West Hartford, CT;2024-04-23T18:05:01.427871Z;142.4184089825602;32.017;293036781.95909303;27218340.367153943;;146.115.165.181
44497;Vermont Telephone Company;Springfield, VT;2024-04-23T19:05:01.572381Z;142.27400438328542;18.582;285537968.918624;26411702.551777333;;146.115.165.181
44497;Vermont Telephone Company;Springfield, VT;2024-04-23T20:05:02.015078Z;142.27400438328542;21.228;284537428.4978264;26580081.04688742;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:05:01.227007Z;22.831105730122907;24.559;282065745.3382529;26998529.57063533;;146.115.165.181
45728;GoNetspeed;Hartford, CT;2024-04-23T21:11:29.416474Z;137.31705870293675;27.222;278117408.00544065;25712460.96748597;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:18:59.018709Z;22.831105730122907;29.243;280158940.83768684;26110891.250500243;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:20:50.507243Z;22.831105730122907;16.407;306518637.26786333;26522113.03429567;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:22:14.742999Z;22.831105730122907;17.07;324294644.2061525;25853195.719809923;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:24:15.227243Z;22.831105730122907;17.37;333775567.3420295;26502294.634236775;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:26:10.402442Z;22.831105730122907;17.157;346525147.56876135;26446524.073040888;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:52:45.354120Z;22.831105730122907;14.859;305662461.36314625;26565263.28245267;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:53:59.859256Z;22.831105730122907;15.126;306551266.94147396;26617591.637507137;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T21:56:07.405282Z;22.831105730122907;14.808;339347577.33098745;25603642.517709732;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T22:03:44.751083Z;22.831105730122907;16.013;265350523.53264368;26216449.099553667;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T22:05:02.163212Z;22.831105730122907;18.021;295453344.77075714;25974042.49822921;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T22:06:54.494743Z;22.831105730122907;15.495;258683952.1773709;24781076.045050807;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T22:08:56.994032Z;22.831105730122907;16.248;233285462.78742728;25637863.0527272;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T22:11:41.826365Z;22.831105730122907;20.372;229598434.6444611;25902757.965598796;;146.115.165.181
4920;Norwood Light Broadband;Norwood, MA;2024-04-23T22:12:49.289180Z;22.831105730122907;16.757;189521917.57930452;26407975.11846243;;146.115.165.181
